author,year,journal,title,url,search_term,site
Tal Linzen; Yohei Oseki,2018,Glossa,The reliability of acceptability judgments across languages,https://doi.org/10.5334/gjgl.528,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; syntactic judg(e)ment,ProQuest (2016-2023)
Pilar Barbosa; Cécile De Cat,2019,Glossa,Intervention effects in wh-chains: the combined effect of syntax and processing,https://doi.org/10.5334/gjgl.1005,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; intuitive judg(e)ment; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Luisa Martí; Tania Ionin,2019,Glossa,Wide scope indefinites in Russian: an experimental investigation,https://doi.org/10.5334/gjgl.612,Likert scale; acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Ira Eberhardt; Sam Featherston,2019,Glossa,Focus particles and negative scope: Both evidence for syntactic integration?,https://doi.org/10.5334/gjgl.613,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment; thermometer rating(s),ProQuest (2016-2023)
Marie-Luise Popp; Sören Eggert Tebay,2019,Glossa,No possessor inversion in German PPs,https://doi.org/10.5334/gjgl.697,acceptability judg(e)ment; grammaticality judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Øystein Alexander Vangsnes; Janne Bondi Johannessen,2019,Glossa,"The Nordic research infrastructure for syntactic variation: Possibilities, limitations and achievements",https://doi.org/10.5334/gjgl.708,Likert scale; acceptability judg(e)ment; linguistic intuition judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Christos Vlachos; Nikoletta Christou; Kleanthes K Grohmann,2019,Glossa,On reconstruction effects in English wh-slifting: Theoretical and experimental considerations,https://doi.org/10.5334/gjgl.717,Likert scale; acceptability judg(e)ment; grammaticality judg(e)ment; intuitive judg(e)ment; naturalness judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Lyn Frazier; John Duff,2019,Glossa,Repair or accommodation? Split antecedent ellipsis and the limits of repair,https://doi.org/10.5334/gjgl.728,acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; naturalness judg(e)ment; naturalness rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Stephanie Solt; Brandon Waldon,2019,Glossa,Numerals under negation: Empirical findings,https://doi.org/10.5334/gjgl.736,acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
David Y Oshima; Kimi Akita; Shin-Ichiro Sano,2019,Glossa,"Gradability, scale structure, and the division of labor between nouns and adjectives: The case of Japanese",https://doi.org/10.5334/gjgl.737,acceptability judg(e)ment; intuitive judg(e)ment; linguistic intuition judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Till Poppels; Andrew Kehler,2019,Glossa,Reconsidering asymmetries in voice-mismatched VP-ellipsis,https://doi.org/10.5334/gjgl.738,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Gustavo Guajardo; Grant Goodall,2019,Glossa,On the status of Concordantia Temporum in Spanish: An experimental approach,https://doi.org/10.5334/gjgl.749,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; magnitude estimation; sentence judg(e)ment,ProQuest (2016-2023)
Gabriela Bîlbîie; Israel De La Fuente,2019,Glossa,Can gapping be embedded? Experimental evidence from Spanish,https://doi.org/10.5334/gjgl.782,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Aoi Shiraïshi; Anne Abeillé; Barbara Hemforth; Philip Miller,2019,Glossa,Verbal mismatch in Right-Node Raising,https://doi.org/10.5334/gjgl.843,acceptability judg(e)ment; grammaticality judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Aaron Steven White; Kyle Rawlins,2020,Glossa,"Frequency, acceptability, and selection: A case study of clause-embedding",https://doi.org/10.5334/gjgl.1001,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; magnitude estimation; naturalness judg(e)ment; naturalness rating; naïve rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment; thermometer rating(s),ProQuest (2016-2023)
Keir Moulton; Chung-Hye Han; Trevor Block; Holly Gendron; Sander Nederveen,2020,Glossa,Singular <em>they </em>in context,https://doi.org/10.5334/gjgl.1012,acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Catherine Pham; Lauren Covey; Alison Gabriele; Saad Aldosari; Robert Fiorentino,2020,Glossa,Investigating the relationship between individual differences and island sensitivity,https://doi.org/10.5334/gjgl.1199,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; magnitude estimation; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Brian W Smith; Joe Pater,2020,Glossa,French schwa and gradient cumulativity,https://doi.org/10.5334/gjgl.583,acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s),ProQuest (2016-2023)
Judith Tonhauser; Marie-Catherine De Marneffe; Judith Degen,2020,Glossa,Evaluative adjective sentences: A question-based analysis of projection,https://doi.org/10.5334/gjgl.701,Likert scale; acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment,ProQuest (2016-2023)
Yara Alshaalan; Klaus Abels,2020,Glossa,Resumption as a sluicing source in Saudi Arabic: Evidence from sluicing with prepositional phrases,https://doi.org/10.5334/gjgl.841,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Paola Fritz-Huechante; Elisabeth Verhoeven; Julian A Rott,2020,Glossa,Agentivity and non-culminating causation in the psych domain: Cross-linguistic evidence from Spanish and Korean,https://doi.org/10.5334/gjgl.896,Likert scale; acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
E Jamieson,2020,Glossa,Viewing dialect change through acceptability judgments: A case study in Shetland dialect,https://doi.org/10.5334/gjgl.979,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; magnitude estimation; meta-linguistic judg(e)ment; meta-linguistic rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Paul Marty; Emmanuel Chemla; Jon Sprouse,2020,Glossa,The effect of three basic task features on the sensitivity of acceptability judgment tasks,https://doi.org/10.5334/gjgl.980,acceptability judg(e)ment;,ProQuest (2016-2023)
Aviya Hacohen; Olga Kagan; Dana Plaut,2021,Glossa,Differential Object Marking in Modern Hebrew: Definiteness and Partitivity,https://doi.org/10.16995/glossa.5729,Likert scale; acceptability judg(e)ment; acceptability rating; intuitive judg(e)ment; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Gouming Martens,2021,Glossa,Frozen by context: Pragmatic factors of syntactic freezing,https://doi.org/10.16995/glossa.5870,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; naïve rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Fereshteh Modarresi; Manfred Krifka,2021,Glossa,Pseudo Incorporation and Anaphoricity: Evidence from Persian,https://doi.org/10.16995/glossa.5875,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Jakub Dotlačil; Adrian Brasoveanu,2021,Glossa,The representation and processing of distributivity and collectivity: ambiguity vs. underspecification,https://doi.org/10.5334/gjgl.1131,Likert scale; acceptability judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Philipp Rauth; Augustin Speyer,2021,Glossa,Adverbial reinforcement of demonstratives in dialectal German,https://doi.org/10.5334/gjgl.1166,acceptability judg(e)ment; acceptability rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Anna Czypionka; Maribel Romero; Josef Bayer,2021,Glossa,"Question-sensitive discourse particles at the interfaces of syntax, semantics and pragmatics – an experimental approach",https://doi.org/10.5334/gjgl.1203,acceptability rating; grammaticality rating; linguistic intuition rating; magnitude estimation,ProQuest (2016-2023)
Ingo Feldhausen; Sebastian Buchczyk,2021,Glossa,Revisiting subjunctive obviation in French: a formal acceptability judgment study,https://doi.org/10.5334/gjgl.1219,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; intuitive judg(e)ment; linguistic intuition judg(e)ment; linguistic intuition rating; naïve rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
David Giancaspro; Liliana Sánchez,2021,Glossa,"<em>Me, mi, my</em>: Innovation and variability in heritage speakers’ knowledge of inalienable possession",https://doi.org/10.5334/gjgl.1240,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; naturalness judg(e)ment; naturalness rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Nick Huang; Colin Phillips,2021,Glossa,When missing NPs make double center-embedding sentences acceptable,https://doi.org/10.5334/gjgl.1292,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Jorge González Alonso; Ian Cunnings; Hiroki Fujita; David Miller; Jason Rothman,2021,Glossa,Gender attraction in sentence comprehension,https://doi.org/10.5334/gjgl.1300,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Bradley Hoot; Shane Ebert,2021,Glossa,On the position of subjects in Spanish: Evidence from code-switching,https://doi.org/10.5334/gjgl.1449,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Franziska Kretzschmar; Maria Katarzyna Prenner; Beatrice Primus; Daniel Bunčić,2022,Glossa,Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish,https://doi.org/10.16995/glossa.5697,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Stefan Hinterwimmer; Umesh Patil,2022,Glossa,The interpretative options of anaphoric complex demonstratives,https://doi.org/10.16995/glossa.5700,Likert scale; acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Halima Husić; Agata Renans,2022,Glossa,The accusative/genitive alternation in Bosnian/Croatian/Serbian,https://doi.org/10.16995/glossa.5701,acceptability judg(e)ment; acceptability rating; intuitive judg(e)ment; sentence judg(e)ment,ProQuest (2016-2023)
Shin Fukuda; Nozomi Tanaka; Hajime Ono; Jon Sprouse,2022,Glossa,An experimental reassessment of complex NP islands with NP-scrambling in Japanese,https://doi.org/10.16995/glossa.5737,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Elsi Kaiser,2022,Glossa,Do perspective-sensitive anaphors and subjective adjectives exhibit perspectival uniformity? An experimental investigation,https://doi.org/10.16995/glossa.5768,acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; naïve rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Dorothy Ahn; Heejeong Ko,2022,Glossa,On non-conservativity of Korean floating quantifiers,https://doi.org/10.16995/glossa.5776,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Kurt Erbach; Aviv Schoenfeld,2022,Glossa,Object mass nouns and subkind countability,https://doi.org/10.16995/glossa.5788,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment,ProQuest (2016-2023)
Daniel Duncan,2022,Glossa,High aspect in the English be going to construction: Syntactic evidence,https://doi.org/10.16995/glossa.5850,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Boyoung Kim; Grant Goodall,2022,Glossa,The island/non-island distinction in long-distance extraction: Evidence from L2 acceptability,https://doi.org/10.16995/glossa.5857,acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Chris Collins,2022,Glossa,Scalar Modifiers of Quantifier Phrases,https://doi.org/10.16995/glossa.6162,acceptability judg(e)ment; acceptability rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Danfeng Wu,2022,Glossa,Island violations in stripping constructions,https://doi.org/10.16995/glossa.7895,sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Saveria Colonna; Brenda Laca; Leticia López; Eduardo Correa Soares,2022,Glossa,When the present lies in the past: [Present under Past] in subjunctive clauses in Uruguayan Spanish,https://doi.org/10.16995/glossa.7904,Likert scale; acceptability judg(e)ment; acceptability rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Giuseppe Magistro,2022,Glossa,Mica preposing as focus fronting,https://doi.org/10.16995/glossa.8494,Likert scale; acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Yosiane White; Gareth Roberts,2022,Glossa,Variability in speaker expectations of morphosyntactic mutation in Welsh,https://doi.org/10.16995/glossa.8730,Likert scale; acceptability judg(e)ment; acceptability rating; meta-linguistic judg(e)ment; meta-linguistic rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Berit Gehrke; Marcin Wagiel,2023,Glossa,On word order and non-conservative percentage quantification in Slavic and German,https://doi.org/10.16995/glossa.5803,acceptability judg(e)ment; intuitive judg(e)ment; linguistic intuition judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Zheng Shen,2023,Glossa,Conjunction Agreement and the Coordinate Structure Constraint,https://doi.org/10.16995/glossa.6382,acceptability judg(e)ment; acceptability rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Deniz Satık,2023,Glossa,The source of the de re blocking effect,https://doi.org/10.16995/glossa.6549,Likert scale; acceptability judg(e)ment ; naturalness judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Valentina Colasanti,2023,Glossa,Functional gestures as morphemes: Some evidence from the languages of Southern Italy,https://doi.org/10.16995/glossa.743,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; linguistic intuition judg(e)ment; linguistic intuition rating; naturalness judg(e)ment; naturalness rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Marta Wierzba; J M M Brown; Gisbert Fanselow,2023,Glossa,Sources of variability in the syntactic flexibility of idioms,https://doi.org/10.16995/glossa.8502,acceptability judg(e)ment; acceptability rating; intuitive judg(e)ment; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Anke Himmelreich; Katharina Hartmann,2023,Glossa,Agreement with disjoined subjects in German,https://doi.org/10.16995/glossa.8504,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; intuitive judg(e)ment; naïve rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Larissa Specht; Britta Stolterfoht,2023,Glossa,Processing word order variations with frame and sentence adjuncts in German: Syntactic and information-structural constraints,https://doi.org/10.16995/glossa.8514,Likert scale; acceptability judg(e)ment; acceptability rating; naïve rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Luis Alonso-Ovalle; Elizabeth Heredia Murillo,2023,Glossa,Concessive scalar particles: Symmetric vs. nonsymmetric alternatives. The case of Spanish siquiera,https://doi.org/10.16995/glossa.8574,acceptability judg(e)ment; grammaticality judg(e)ment; linguistic intuition judg(e)ment; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Yvonne Portele; Markus Bader,2023,Glossa,Strong semantic biases make demonstrative pronouns act like personal pronouns,https://doi.org/10.16995/glossa.8832,acceptability judg(e)ment; acceptability rating; naïve rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Ingrid Bondevik; Terje Lohndal,2023,Glossa,Extraction from finite adjunct clauses: an investigation of relative clause dependencies in Norwegian,https://doi.org/10.16995/glossa.9033,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; oridnal rating(s); sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Satoshi Nambu; Kentaro Nakatani,2023,Glossa,An experimental study of the adjacency constraint on the genitive subject in Japanese,https://doi.org/10.16995/glossa.9509,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; naturalness judg(e)ment; naturalness rating; sentence judg(e)ment; syntactic judg(e)ment,ProQuest (2016-2023)
Umesh Patil; Stefan Hinterwimmer; Petra B Schumacher,2023,Glossa,Effect of evaluative expressions on two types of demonstrative pronouns in German,https://doi.org/10.16995/glossa.9577,Likert scale; acceptability judg(e)ment; acceptability rating; linguistic intuition judg(e)ment; linguistic intuition rating; oridnal rating(s); sentence judg(e)ment,ProQuest (2016-2023)
Natasha Kasher; Aviya Hacohen,2023,Glossa,A star is drawn: Testing the culmination inferences of Russian perfective accomplishments,https://doi.org/10.16995/glossa.9680,Likert scale; acceptability judg(e)ment; acceptability rating; grammaticality judg(e)ment; grammaticality rating; sentence judg(e)ment,ProQuest (2016-2023)
Emilie Destruel,2017,JoPragmatics,The pragmatics of French (non-)prototypical clefts: Influence of the type of question on naturalness and interpretation,https://doi.org/10.1016/j.pragma.2017.08.014,JoPragmatics-likert scale1-ScienceDirect.bib; grammaticality judgment; naturalness rating,ScienceDirect
Frances Blanchette; Marianna Nadeu,2018,JoPragmatics,Prosody and the meanings of English negative indefinites,https://doi.org/10.1016/j.pragma.2018.03.020,JoPragmatics-likert scale1-ScienceDirect.bib; acceptability judgment; grammaticality judgment; naturalness rating,ScienceDirect
Mathis Wetzel; Ekaterina Tskhovrebova; Pascal M. Gygax; Sandrine Zufferey,2023,JoPragmatics,Pragmatic and syntactic constraints on French causal connectives: An evaluation of native and non-native speakers’ sensitivity,https://doi.org/10.1016/j.pragma.2023.03.001,grammaticality judgment,ScienceDirect
Naomi Kamoen; Bregje Holleman; Rick Nouwen; Ted Sanders; Huub {Van Den Bergh},2011,JoPragmatics,Absolutely relative or relatively absolute? The linguistic behavior of gradable adjectives and degree modifiers,https://doi.org/10.1016/j.pragma.2011.05.017,acceptability judgment; acceptability rating; grammaticality judgment,ScienceDirect
Lyn Frazier; Charles Clifton Jr.,2005,Syntax,The syntax-discourse divide: processing ellipsis,https://doi.org/10.1111/j.1467-9612.2005.00077.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Sachiko Aoshima; Masaya Yoshida; Colin Phillips,2009,Syntax,Incremental Processing of Coreference and Binding in Japanese,https://doi.org/10.1111/j.1467-9612.2009.00123.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Evelina Fedorenko; Edward Gibson,2010,Syntax,Adding a Third Wh-phrase Does Not Increase the Acceptability of Object-initial Multiple-wh-questions,https://doi.org/10.1111/j.1467-9612.2010.00138.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naive rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Charles E. Clifton. Jr.; Lyn Frazier,2010,Syntax,Imperfect Ellipsis: Antecedents beyond Syntax?,https://doi.org/10.1111/j.1467-9612.2010.00142.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Line Mikkelsen,2011,Syntax,On Prosody and Focus in Object Shift,https://doi.org/10.1111/j.1467-9612.2011.00152.x,grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naive rating; sentence judgment; syntactic judgment,Wiley(1)
Jon Sprouse; Shin Fukuda; Hajime Ono; Robert Kluender,2011,Syntax,Reverse Island Effects and the Backward Search for a Licensor in Multiple Wh-Questions,https://doi.org/10.1111/j.1467-9612.2011.00153.x,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; magnitude estimation; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Grant Goodall,2011,Syntax,Syntactic Satiation and the Inversion Effect in English and Spanish Wh-Questions,https://doi.org/10.1111/j.1467-9612.2010.00148.x,acceptability judgment; grammaticality judgment; intuitive judgment; sentence judgment; syntactic judgment,Wiley
Philip Hofmeister; Peter Culicover; Susanne Winkler,2015,Syntax,Effects of Processing on the Acceptability of “Frozen” Extraposed Constituents,https://doi.org/10.1111/synt.12036,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Jana Häussler; Margaret Grant; Gisbert Fanselow; Lyn Frazier,2015,Syntax,Superiority in English and German: Cross-Language Grammatical Differences?,https://doi.org/10.1111/synt.12030,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Tania Ionin; Elaine Grolla; Hélade Santos,2018,Syntax,Another Look at the Acceptability of Bare Singular NPs in Episodic Sentences in Brazilian Portuguese,https://doi.org/10.1111/synt.12163,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; likert scale; linguistic intuition rating; sentence judgment; syntactic judgment,Wiley
Lyn Frazier; Charles Clifton Jr.; Stephanie Rich; John Duff,2018,Syntax,Anticipating Negation: The Dos and Don'ts of Neg Raising,https://doi.org/10.1111/synt.12151,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naive rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Mara Frascarelli; Ángel L. Jiménez-Fernández,2019,Syntax,Understanding Partiality in pro-Drop Languages: An Information-Structure Approach,https://doi.org/10.1111/synt.12184,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,Wiley
Ur Shlonsky; Sandra Villata; Julie Franck,2020,Syntax,Covert Movement in Multiple-Wh Questions: Experimental and Theoretical Investigations,https://doi.org/10.1111/synt.12192,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; likert scale; naive rating; ordinal rating; sentence judgment; syntactic judgment,Wiley
Ingrid Konrad; Massimo Burattin; Carlo Cecchetto; Francesca Foppolo; Adrian Staub; Caterina Donati,2021,Syntax,Avoiding Gaps in Romance: Evidence from Italian and French for a Structural Parsing Principle,https://doi.org/10.1111/synt.12209,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; likert scale; linguistic intuition judgment; linguistic intuition rating; naturalness judgment; naturalness rating; ordinal rating; sentence judgment; syntactic judgment,Wiley
Rania Al-Aqarbeh; Jon Sprouse,2023,Syntax,Island effects and amelioration by resumption in Jordanian Arabic: An auditory acceptability-judgment study,https://doi.org/10.1111/synt.12262,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; magnitude estimation; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,Wiley
Jérémy Pasquereau; Brian Dillon; Lyn Frazier,2023,Syntax,Quantification at a distance and grammatical illusions in French,https://doi.org/10.1111/synt.12260,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; likert scale; magnitude estimation; naturalness judgment; naturalness rating; ordinal rating; sentence judgment; syntactic judgment,Wiley
Shannon A. Dubenion-Smith,2013,Folia Linguistica,A Questionnaire Study Of Two-verb Clusters In West Central German,https://doi.org/10.1515/flin.2013.002,acceptability judgment; grammaticality judgment; meta-linguistic judgment; sentence judgment; syntactic judgment,De Gruyter
Jane Klavan; Dagmar Divjak,2016,Folia Linguistica,The Cognitive Plausibility Of Statistical Classification Models: Comparing Textual And Behavioral Evidence,https://doi.org/10.1515/flin-2016-0014,acceptability judgment; acceptability rating; meta-linguistic judgment; meta-linguistic rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,De Gruyter
Holden Härtl; Tatjana Bürger,2021,Folia Linguistica,"‘well, That’s Just Great!’: An Empirically Based Analysis Of Non-literal And Attitudinal Content Of Ironic Utterances",https://doi.org/10.1515/flin-2021-2020,acceptability rating; likert scale; meta-linguistic rating,De Gruyter
Núria De Rocafiguera; Aurora Bel,2021,Folia Linguistica,On The Impact Of Clause Order On Pronoun Resolution: Evidence From Spanish,https://doi.org/10.1515/flin-2021-2002,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; likert scale; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment; naïve rating; ordinal rating,De Gruyter
